Time,Sensor1,Sensor2,Sensor3
35287000,1.8019500970840454,0.556950032711029,9.589950561523438
35208397,1.6939500570297241,0.5239500403404236,9.645000457763672
35129792,1.5510001182556152,0.3660000264644623,9.720000267028809
35051186,1.633950114250183,0.46605002880096436,9.624000549316406
34972585,1.4929500818252563,0.226950004696846,9.636000633239746
34893986,1.689000129699707,0.4039500057697296,9.688050270080566
34815386,1.7680500745773315,0.47805002331733704,9.717000007629395
34736789,1.5000001192092896,0.34005001187324524,9.565950393676758
34658187,1.4140501022338867,0.3060000240802765,9.72705078125
34579588,1.384950041770935,0.4639500081539154,9.672000885009766
34500993,1.64205002784729,0.6079500317573547,9.463050842285156
34422399,1.4140501022338867,0.45705002546310425,9.829950332641602
34343801,1.3399500846862793,0.5100000500679016,9.72195053100586
34265199,1.3920000791549683,0.5719500184059143,9.520950317382812
34186601,1.2510000467300415,0.32505002617836,9.708000183105469
34108001,1.1700000762939453,0.5070000290870667,9.652950286865234
34029403,1.2079501152038574,0.4159500300884247,9.613950729370117
33950804,1.075950026512146,0.4330500066280365,9.552000045776367
33872206,1.3420500755310059,0.6960000395774841,9.44895076751709
33793605,1.1650500297546387,0.42795002460479736,9.906000137329102
33715009,1.162950038909912,0.4039500057697296,9.343950271606445
33636408,0.8800500631332397,0.32295000553131104,9.957000732421875
33557810,1.218000054359436,0.7180500626564026,9.729000091552734
33479209,0.6070500016212463,0.3079500198364258,9.847050666809082
33400609,0.6910500526428223,0.9670500755310059,9.672000885009766
33322011,0.2989500164985657,0.6480000019073486,9.307950019836426
33243414,0.8940000534057617,0.8809500336647034,9.910950660705566
33164815,0.28005000948905945,0.742050051689148,10.474050521850586
33086215,1.01895010471344,1.3399500846862793,8.838000297546387
33007616,-0.1080000028014183,-1.4500501155853271,8.944050788879395
32929020,1.1509500741958618,-0.520050048828125,10.4839506149292
32850421,0.8490000367164612,0.6679500341415405,9.961950302124023
32771824,0.27000001072883606,0.2560500204563141,9.223950386047363
32693226,0.7870500087738037,0.5410500168800354,7.06095027923584
32614627,-0.05100000277161598,-0.09405000507831573,12.337050437927246
32536027,1.0519500970840454,0.6289500594139099,7.087050437927246
32457430,-0.12300000339746475,0.534000039100647,11.908950805664062
32378829,1.0080000162124634,0.2770500183105469,11.04900074005127
32300228,2.1780002117156982,0.505050003528595,10.833000183105469
32221631,2.2669501304626465,0.17400000989437103,8.611050605773926
32143038,1.467000126838684,-0.26205000281333923,10.72800064086914
32064446,2.152050018310547,0.3439500033855438,7.4659504890441895
31985851,1.7569501399993896,0.1189500093460083,9.403050422668457
31907256,0.16200000047683716,0.09000000357627869,7.837050437927246
31828656,2.9200501441955566,-0.7410000562667847,11.84595012664795
31750055,1.5600000619888306,0.45705002546310425,5.920950412750244
31671453,-1.4760000705718994,-0.6420000195503235,15.565950393676758
31592857,4.2109503746032715,1.1479500532150269,8.596050262451172
31514262,1.9939501285552979,0.7630500197410583,9.838950157165527
31435665,2.8249502182006836,0.7060500383377075,9.885000228881836
31357066,2.7840001583099365,0.9649500250816345,8.064000129699707
31278470,3.390000104904175,0.41100001335144043,10.069050788879395
31199876,1.5310500860214233,0.7660500407218933,6.58905029296875
31121279,0.1789500117301941,0.51705002784729,10.25100040435791
31042680,2.82705020904541,0.47805002331733704,10.102950096130371
30964084,-0.5700000524520874,1.2510000467300415,10.915050506591797
30885489,2.5230000019073486,1.0080000162124634,10.675050735473633
30806895,2.197050094604492,0.8470500111579895,11.227950096130371
30728298,3.0949501991271973,0.8640000224113464,8.806950569152832
30649703,1.672950029373169,0.45900002121925354,9.484950065612793
30571106,3.646050214767456,0.9289500713348389,7.813050270080566
30492512,2.007000207901001,0.6649500131607056,6.916950225830078
30413919,1.4880000352859497,-0.00795000046491623,10.147950172424316
30335326,2.748000144958496,0.3850500285625458,7.498950481414795
30256728,1.8259501457214355,0.09000000357627869,11.940000534057617
30178132,1.3180500268936157,0.37800002098083496,11.593050956726074
30099538,2.299950122833252,0.8089500665664673,10.768950462341309
30020947,2.611950159072876,1.2610501050949097,9.379950523376465
29942352,2.6950502395629883,1.3639500141143799,8.068950653076172
29863761,3.0430500507354736,0.9690000414848328,9.25005054473877
29785168,2.2240500450134277,1.1740500926971436,7.1860504150390625
29706578,0.7309500575065613,0.9790500402450562,10.242000579833984
29627987,3.2820000648498535,1.2199500799179077,8.830950736999512
29549400,0.025950001552700996,1.2799500226974487,10.893000602722168
29470806,1.4910000562667847,0.9019500613212585,11.32395076751709
29392216,3.201000213623047,1.1430000066757202,11.383950233459473
29313628,3.807000160217285,0.9979500770568848,8.476950645446777
29235037,1.6180500984191895,0.8190000653266907,9.41100025177002
29156448,2.8939502239227295,0.8110500574111938,7.762950420379639
29077860,1.8400501012802124,0.8500500321388245,6.454950332641602
28999272,0.33195000886917114,0.08100000023841858,11.056050300598145
28920680,1.88100004196167,0.18405000865459442,7.528050422668457
