Time,Sensor1,Sensor2,Sensor3
58266380,5.004000186920166,0.51705002784729,8.67300033569336
58187738,4.9870500564575195,0.4900500178337097,8.67495059967041
58109088,5.004000186920166,0.4210500121116638,8.695050239562988
58030442,4.990050315856934,0.45705002546310425,8.66295051574707
57951795,5.0209503173828125,0.37995001673698425,8.659049987792969
57873149,4.990050315856934,0.39900001883506775,8.668050765991211
57794496,4.963050365447998,0.4069500267505646,8.842950820922852
57715844,4.99500036239624,0.3829500079154968,8.818950653076172
57637198,5.011050224304199,0.4039500057697296,8.722949981689453
57558549,5.050050258636475,0.49500003457069397,8.587050437927246
57479907,4.972950458526611,0.3040500283241272,8.644050598144531
57401262,4.819950103759766,0.10005000233650208,8.874000549316406
57322624,4.876950263977051,0.4639500081539154,8.601000785827637
57243981,4.860000133514404,0.5740500092506409,8.635050773620605
57165343,4.591950416564941,0.31800001859664917,8.9170503616333
57086704,4.374000072479248,0.7080000042915344,9.123000144958496
57008064,4.410000324249268,0.6270000338554382,9.010950088500977
56929421,4.23105001449585,0.9019500613212585,8.890950202941895
56850782,4.129950046539307,1.0810500383377075,9.303000450134277
56772139,4.8319501876831055,0.1579500138759613,8.814000129699707
56693493,3.249000072479248,1.075950026512146,9.672000885009766
56614851,3.948000192642212,1.4590500593185425,9.396000862121582
56536205,4.2430500984191895,1.5460500717163086,8.515049934387207
56457565,3.724950075149536,1.440000057220459,8.93595027923584
56378928,3.567000150680542,1.5460500717163086,9.787050247192383
56300284,3.514050245285034,1.2250500917434692,8.788050651550293
56221640,3.759000062942505,1.4710500240325928,9.292950630187988
56142999,3.751950263977051,1.6680001020431519,9.163949966430664
56064356,3.450000047683716,1.7130000591278076,8.932050704956055
55985715,3.8520002365112305,2.0050501823425293,9.268950462341309
55907075,3.450000047683716,2.0680501461029053,9.516000747680664
55828436,3.7639501094818115,1.6320000886917114,9.219000816345215
55749793,3.7080001831054688,1.9360500574111938,9.034950256347656
55671150,3.9019501209259033,2.386050224304199,9.351000785827637
55592507,3.3829500675201416,2.1229500770568848,9.094950675964355
55513863,2.8819501399993896,2.3020501136779785,9.655050277709961
55435218,2.6620500087738037,2.458050012588501,9.051000595092773
55356575,2.2860000133514404,1.9930500984191895,8.995950698852539
55277928,1.696950078010559,1.807050108909607,9.496950149536133
55199283,2.2639501094818115,1.9789501428604126,9.613950729370117
55120634,1.9999500513076782,1.327950119972229,9.777000427246094
55041987,2.1349501609802246,0.9720000624656677,9.574050903320312
54963342,1.612950086593628,1.1839500665664673,9.898950576782227
54884695,2.4850502014160156,1.5070500373840332,9.027000427246094
54806050,2.269050121307373,0.5380499958992004,8.533950805664062
54727399,1.5889500379562378,1.0980000495910645,9.73905086517334
54648749,0.8460000157356262,2.5920000076293945,9.705000877380371
54570099,1.7400001287460327,2.5849502086639404,9.292950630187988
54491452,-0.48405003547668457,2.760000228881836,10.081050872802734
54412803,2.133000135421753,2.2260000705718994,9.571050643920898
54334155,2.0629501342773438,2.6230502128601074,9.490050315856934
54255504,2.7240002155303955,3.7729501724243164,9.17805004119873
54176856,3.3949501514434814,4.113000392913818,8.224950790405273
54098207,2.7310500144958496,2.8650002479553223,9.115950584411621
54019560,1.540950059890747,2.7139501571655273,9.247950553894043
53940910,1.287000060081482,2.9539501667022705,8.479050636291504
53862256,1.2919501066207886,2.9440500736236572,9.91395092010498
53783602,0.6280500292778015,3.4260001182556152,8.608050346374512
53704950,0.8389500379562378,3.67995023727417,8.256000518798828
53626297,-0.5680500268936157,3.454050064086914,9.231000900268555
53547647,-0.5029500126838684,3.7159502506256104,9.291000366210938
53468998,0.6400500535964966,4.6210503578186035,8.577000617980957
53390346,0.4020000100135803,4.554000377655029,8.479050636291504
