Time,Sensor1,Sensor2,Sensor3
53510662,4.222949981689453,-0.2689500153064728,9.073050498962402
53431979,4.171050071716309,-0.25394999980926514,9.004050254821777
53353298,4.234950065612793,-0.2760000228881836,9.16200065612793
53274619,4.164000034332275,-0.2659500241279602,9.025050163269043
53195944,4.213950157165527,-0.30195000767707825,9.051000595092773
53117264,4.222949981689453,-0.286050021648407,9.142050743103027
53038586,4.128000259399414,-0.34800001978874207,9.031949996948242
52959902,4.216050148010254,-0.29295000433921814,9.135000228881836
52881224,4.168050289154053,-0.34095001220703125,8.97195053100586
52802543,4.173000335693359,-0.34095001220703125,9.109050750732422
52723862,4.144050121307373,-0.36900001764297485,8.98905086517334
52645184,4.111050128936768,-0.41505002975463867,9.043950080871582
52566506,4.111050128936768,-0.3910500109195709,9.001049995422363
52487828,4.2019500732421875,-0.39795002341270447,9.13800048828125
52409148,4.152000427246094,-0.38895002007484436,9.030000686645508
52330470,4.165950298309326,-0.3739500045776367,9.030000686645508
52251785,4.1610002517700195,-0.45795002579689026,9.12600040435791
52173102,4.125,-0.4050000309944153,9.004050254821777
52094414,4.185000419616699,-0.42195001244544983,9.097050666809082
52015730,4.132050037384033,-0.4339500069618225,9.015000343322754
51937048,4.198950290679932,-0.3930000066757202,9.046950340270996
51858362,4.171050071716309,-0.4410000145435333,9.082950592041016
51779684,4.180050373077393,-0.4459500312805176,9.051000595092773
51701005,4.171050071716309,-0.4410000145435333,9.004050254821777
51622326,4.189949989318848,-0.42195001244544983,9.091950416564941
51543645,4.104000091552734,-0.42705002427101135,9.079950332641602
51464959,4.152000427246094,-0.4129500091075897,9.004050254821777
51386278,4.198950290679932,-0.4630500078201294,9.142050743103027
51307594,4.171050071716309,-0.3930000066757202,8.884050369262695
51228912,4.171050071716309,-0.42000001668930054,9.106050491333008
51150230,4.135050296783447,-0.42000001668930054,9.018000602722168
51071545,4.048050403594971,-0.5149500370025635,9.115950584411621
50992860,4.128000259399414,-0.4459500312805176,9.006000518798828
50914180,4.294950008392334,-0.283050000667572,8.97195053100586
50835499,4.234950065612793,-0.36000001430511475,9.09000015258789
50756814,4.2330002784729,-0.30195000767707825,9.075000762939453
50678136,4.207050323486328,-0.3570000231266022,8.970000267028809
50599460,4.23105001449585,-0.36900001764297485,9.123000144958496
50520780,4.204050064086914,-0.30000001192092896,8.980050086975098
50442102,4.2019500732421875,-0.3379500210285187,9.022950172424316
50363422,4.213950157165527,-0.34800001978874207,9.049050331115723
50284742,4.173000335693359,-0.36195001006126404,9.046950340270996
50206062,4.197000026702881,-0.364950031042099,9.07800006866455
50127385,4.140000343322754,-0.31905001401901245,9.042000770568848
50048703,4.240050315856934,-0.364950031042099,9.079950332641602
49970025,4.186950206756592,-0.34995001554489136,8.986950874328613
49891348,4.23105001449585,-0.3360000252723694,9.073050498962402
49812669,4.173000335693359,-0.34095001220703125,8.998950004577637
49733990,4.2019500732421875,-0.34995001554489136,9.007950782775879
49655312,4.207050323486328,-0.32895001769065857,9.019950866699219
49576634,4.24500036239624,-0.3360000252723694,9.025050163269043
49497956,4.273950099945068,-0.3360000252723694,9.058950424194336
49419281,4.173000335693359,-0.31005001068115234,8.956050872802734
49340601,4.219050407409668,-0.325950026512146,9.034950256347656
49261920,4.153950214385986,-0.30000001192092896,9.07800006866455
49183242,4.165950298309326,-0.3169500231742859,8.992050170898438
49104566,4.228050231933594,-0.34995001554489136,9.025050163269043
49025889,4.207050323486328,-0.325950026512146,9.042000770568848
48947211,4.237950325012207,-0.35295000672340393,9.058950424194336
48868531,4.237950325012207,-0.30195000767707825,9.013050079345703
48789845,4.255050182342529,-0.3910500109195709,9.063000679016113
48711164,4.180050373077393,-0.3930000066757202,8.938950538635254
48632482,4.2430500984191895,-0.42195001244544983,9.118050575256348
48553800,4.195050239562988,-0.3960000276565552,8.96505069732666
48475123,4.222949981689453,-0.5010000467300415,9.142050743103027
48396445,4.116000175476074,-0.3960000276565552,9.061050415039062
48317767,4.156050205230713,-0.5100000500679016,9.039000511169434
48239092,4.278000354766846,-0.322050005197525,9.087000846862793
48160413,4.258950233459473,-0.4050000309944153,9.111000061035156
48081733,4.2709503173828125,-0.325950026512146,9.013050079345703
48003052,4.246950149536133,-0.3550500273704529,9.21405029296875
47924370,4.255050182342529,-0.32895001769065857,8.934000015258789
47845689,4.180050373077393,-0.38895002007484436,8.874000549316406
47767008,4.402950286865234,-0.14205001294612885,9.15000057220459
47688322,4.426949977874756,-0.1660500019788742,8.962950706481934
47609640,4.216050148010254,-0.043950002640485764,8.749950408935547
47530962,4.88700008392334,0.037950001657009125,9.26205062866211
47452284,4.578000068664551,-0.04605000093579292,9.039000511169434
47373603,4.384050369262695,-0.30195000767707825,8.94795036315918
47294919,4.599000453948975,-0.23295001685619354,9.15000057220459
47216236,4.348050117492676,-0.15600000321865082,9.006000518798828
47137553,4.048050403594971,-0.6810000538825989,8.87700080871582
47058872,3.913950204849243,-0.8749500513076782,8.994000434875488
46980187,4.1610002517700195,-0.5590500235557556,8.94105052947998
46901504,4.113000392913818,-0.5490000247955322,9.205050468444824
46822818,4.13700008392334,-0.6330000162124634,9.348000526428223
46744134,3.696000099182129,-0.40800002217292786,8.701950073242188
46665452,3.955050230026245,-0.6420000195503235,9.292950630187988
46586771,4.305000305175781,-0.2569500207901001,9.637950897216797
46508089,3.928950071334839,-0.690000057220459,9.031949996948242
46429406,4.009950160980225,-0.5749500393867493,8.617950439453125
46350720,4.534950256347656,-0.9150000214576721,9.094950675964355
46272036,4.105950355529785,-0.609000027179718,8.769000053405762
46193357,3.1050002574920654,-2.2420501708984375,9.271950721740723
46114676,2.952000141143799,-2.48895001411438,8.709000587463379
46035992,3.20805025100708,-1.6290000677108765,8.862000465393066
45957306,4.338000297546387,-1.1910001039505005,10.170000076293945
45878623,2.9920501708984375,-1.2559500932693481,9.091950416564941
45799944,1.1820000410079956,-2.1850500106811523,9.475050926208496
45721261,0.7050000429153442,-0.9270000457763672,7.405950546264648
45642581,2.6640000343322754,0.39000001549720764,10.627050399780273
45563900,1.8400501012802124,-2.3239500522613525,11.419950485229492
45485217,1.7449500560760498,-3.745950222015381,8.998950004577637
45406538,-1.210050106048584,-3.544950246810913,11.796000480651855
45327859,-1.9069501161575317,-1.0420500040054321,11.128050804138184
45249183,-0.6109500527381897,-1.651050090789795,14.827950477600098
45170503,-0.5820000171661377,-0.9679500460624695,11.041950225830078
45091816,2.4100501537323,-1.284000039100647,12.814050674438477
45013134,-0.022050000727176666,-0.09405000507831573,11.638050079345703
44934452,5.47605037689209,-1.5240000486373901,3.8329501152038574
44855772,6.523050308227539,-2.7360000610351562,-0.16005000472068787
44777091,5.668050289154053,-2.6569502353668213,-6.201000213623047
44698410,5.320050239562988,-3.2820000648498535,-13.300050735473633
44619729,2.82705020904541,-1.9240500926971436,-8.802000045776367
44541047,3.936000108718872,-3.2509500980377197,-2.6830501556396484
44462370,-2.8339500427246094,-0.3960000276565552,1.4980500936508179
44383687,-4.3090500831604,2.2950000762939453,10.431000709533691
44305007,-9.628050804138184,2.974950075149536,15.601950645446777
44226326,-10.00200080871582,1.480950117111206,16.701000213623047
44147649,-9.544950485229492,-1.495050072669983,19.033950805664062
44068970,-7.887000560760498,-2.3239500522613525,12.03600025177002
43990291,-6.6850504875183105,-0.7309500575065613,11.314950942993164
43911615,-8.371050834655762,0.09300000220537186,10.206000328063965
43832933,-7.552050590515137,1.440000057220459,12.448050498962402
43754251,-3.5710501670837402,-2.190000057220459,10.479000091552734
43675575,-1.0080000162124634,-0.5389500260353088,6.498000144958496
43596901,2.1640501022338867,-1.3369500637054443,5.409000396728516
43518222,4.82895040512085,-2.0629501342773438,2.266050100326538
43439542,5.44005012512207,-2.7360000610351562,-0.15300001204013824
43360857,6.966000556945801,-2.5249500274658203,-3.514050245285034
43282175,4.186950206756592,-1.6530001163482666,-12.964950561523438
43203493,3.4519500732421875,-1.002000093460083,-9.68595027923584
43124810,2.9110500812530518,-1.7419500350952148,-3.559950113296509
43046122,-1.2120000123977661,-0.21105000376701355,-0.3340500295162201
42967438,-3.385050058364868,-0.10605000704526901,9.142050743103027
42888752,-6.988950252532959,2.0370001792907715,15.385951042175293
42810063,-9.328950881958008,1.2199500799179077,17.93505096435547
42731374,-5.848950386047363,-2.0650501251220703,16.56195068359375
42652687,-9.195000648498535,-3.687000274658203,17.15595054626465
42574001,-8.026050567626953,-2.9220001697540283,16.52400016784668
42495316,-10.117050170898438,-0.10395000129938126,7.852050304412842
42416631,-8.212950706481934,-0.4650000333786011,16.66305160522461
42337946,-4.14900016784668,-0.13500000536441803,9.861000061035156
42259256,-1.1209501028060913,-1.6290000677108765,8.194050788879395
42180566,3.3109500408172607,-1.9690500497817993,2.7840001583099365
42101874,4.23105001449585,-0.9130500555038452,-3.7710001468658447
42023184,4.687950134277344,-0.24000000953674316,-6.361950397491455
